gene,observed_count,null_total_count,null_mean_count_per_perm
DOCK5,0,61,0.122
DRAXIN,0,27,0.054
DPY19L2,0,233,0.466
DPM3,0,49,0.098
DPP10,0,143,0.286
DPP3,0,168,0.336
DPP4,0,52,0.104
DPP6,0,32,0.064
DPP7,0,134,0.268
DPP8,0,10,0.02
DPP9,0,33,0.066
DPPA2,0,154,0.308
DPPA3,0,86,0.172
DPPA4,0,141,0.282
DPPA5,0,141,0.282
DPT,0,52,0.104
DPY19L1,0,38,0.076
DPY19L2P2,0,108,0.216
DPM1,0,22,0.044
DPY19L2P4,0,157,0.314
DPY19L3,0,30,0.06
DPY19L4,0,25,0.05
DPY30,0,32,0.064
DPYD,0,81,0.162
DPYS,0,39,0.078
DPYSL2,0,140,0.28
DPYSL3,0,70,0.14
DPYSL4,0,106,0.212
DPYSL5,0,50,0.1
DQX1,0,92,0.184
DR1,0,33,0.066
DRAM1,0,73,0.146
DRAM2,0,22,0.044
DPM2,0,108,0.216
DPH7,0,83,0.166
DOCK6,0,40,0.08
DOPEY1,0,17,0.034
DOCK7,0,60,0.12
DOCK8,0,102,0.204
DOCK9,0,36,0.072
DOHH,0,61,0.122
DOK1,0,72,0.144
DOK2,0,60,0.12
DOK3,0,99,0.198
DOK4,0,123,0.246
DOK5,0,107,0.214
DOK6,0,74,0.148
DOK7,0,79,0.158
DOLK,0,111,0.222
DOLPP1,0,91,0.182
DONSON,0,46,0.092
DOPEY2,0,42,0.084
DPH6,0,40,0.08
DOT1L,0,106,0.212
DPAGT1,0,48,0.096
DPCD,0,123,0.246
DPCR1,0,56,0.112
DPEP1,0,46,0.092
DPEP2,0,133,0.266
DPEP3,0,127,0.254
DPF1,0,52,0.104
DPF2,0,46,0.092
DPF3,0,68,0.136
DPH2,0,103,0.206
DPH3,0,10,0.02
DPH3P1,0,98,0.196
DPH5,0,19,0.038
DNAJB4,0,63,0.126
DNAJB2,0,107,0.214
DNAJB14,0,19,0.038
DKFZP434I0714,0,107,0.214
DIRAS1,0,60,0.12
DIRAS2,0,89,0.178
DIRAS3,0,139,0.278
DIRC1,0,87,0.174
DIRC2,0,109,0.218
DIS3,0,2,0.004
DIS3L,0,20,0.04
DIS3L2,0,34,0.068
DISC1,0,96,0.192
DISP1,0,79,0.158
DISP2,0,26,0.052
DIXDC1,0,105,0.21
DKC1,0,56,0.112
DKFZP434F142,0,41,0.082
DKFZP434K028,0,20,0.04
DIP2B,0,28,0.056
DKFZP434L187,0,47,0.094
DKFZp434E1119,0,119,0.238
DKFZp779M0652,0,35,0.07
DKK1,0,100,0.2
DKK2,0,102,0.204
DKK3,0,91,0.182
DKK4,0,112,0.224
DKKL1,0,115,0.23
DLAT,0,28,0.056
DLC1,0,131,0.262
DLD,0,3,0.006
DLEC1,0,76,0.152
DLEU1,0,49,0.098
DLEU2L,0,81,0.162
DIP2C,0,31,0.062
DIP2A,0,115,0.23
DNAJB13,0,45,0.09
DHX38,0,62,0.124
DHRS7B,0,166,0.332
DHRS7C,0,139,0.278
DHRS9,0,96,0.192
DHTKD1,0,30,0.06
DHX15,0,20,0.04
DHX16,0,44,0.088
DHX29,0,16,0.032
DHX30,0,14,0.028
DHX32,0,77,0.154
DHX33,0,35,0.07
DHX34,0,148,0.296
DHX35,0,98,0.196
DHX36,0,32,0.064
DHX37,0,139,0.278
DHX40,0,13,0.026
DIO3,0,102,0.204
DHX57,0,56,0.112
DHX58,0,101,0.202
DHX8,0,18,0.036
DHX9,0,27,0.054
DIABLO,0,9,0.018
DIAPH1,0,109,0.218
DIAPH2,0,19,0.038
DIAPH3,0,97,0.194
DICER1,0,64,0.128
DIDO1,0,24,0.048
DIEXF,0,58,0.116
DIMT1,0,18,0.036
DIO1,0,36,0.072
DIO2,0,108,0.216
DLEU7,0,102,0.204
DLG1,0,15,0.03
DLG2,0,92,0.184
DNAH17,0,101,0.202
DMTF1,0,43,0.086
DMTN,0,101,0.202
DMWD,0,25,0.05
DMXL1,0,10,0.02
DMXL2,0,51,0.102
DNA2,0,85,0.17
DNAAF1,0,29,0.058
DNAAF2,0,32,0.064
DNAAF3,0,14,0.028
DNAH1,0,115,0.23
DNAH10,0,16,0.032
DNAH11,0,34,0.068
DNAH12,0,49,0.098
DNAH14,0,90,0.18
DNAH2,0,29,0.058
DLG3,0,94,0.188
DNAH3,0,37,0.074
DNAH5,0,20,0.04
DNAH6,0,38,0.076
DNAH7,0,40,0.08
DNAH8,0,102,0.204
DNAH9,0,9,0.018
DNAI1,0,93,0.186
DNAI2,0,74,0.148
DNAJA2,0,1,0.002
DNAJA3,0,27,0.054
DNAJA4,0,113,0.226
DNAJB1,0,12,0.024
DNAJB11,0,22,0.044
DNAJB12,0,103,0.206
DMRTC2,0,77,0.154
DMRTB1,0,117,0.234
DMRTA2,0,90,0.18
DMRTA1,0,141,0.282
DLG4,0,82,0.164
DLG5,0,101,0.202
DLGAP1,0,51,0.102
DLGAP2,0,12,0.024
DLGAP3,0,125,0.25
DLGAP4,0,64,0.128
DLGAP5,0,122,0.244
DLK1,0,62,0.124
DLK2,0,22,0.044
DLL1,0,111,0.222
DLL3,0,65,0.13
DLL4,0,102,0.204
DLST,0,25,0.05
DLX1,0,106,0.212
DLX2,0,59,0.118
DLX3,0,101,0.202
DLX4,0,46,0.092
DLX5,0,31,0.062
DMAP1,0,23,0.046
DMBT1,0,6,0.012
DMBX1,0,60,0.12
DMC1,0,117,0.234
DMD,0,27,0.054
DMGDH,0,88,0.176
DMKN,0,22,0.044
DMP1,0,43,0.086
DMRT1,0,107,0.214
DMRT2,0,141,0.282
DMRT3,0,88,0.176
DRAP1,0,45,0.09
DRC1,0,69,0.138
DHRS2,0,31,0.062
EFCAB11,0,64,0.128
EDRF1,0,13,0.026
EEA1,0,14,0.028
EED,0,13,0.026
EEF1A1,0,78,0.156
EEF1A2,0,87,0.174
EEF1B2,0,83,0.166
EEF1D,0,43,0.086
EEF1E1,0,30,0.06
EEF1G,0,60,0.12
EEF2,0,77,0.154
EEF2K,0,122,0.244
EEFSEC,0,43,0.086
EEPD1,0,73,0.146
EFCAB1,0,87,0.174
EFCAB12,0,86,0.172
EDNRA,0,53,0.106
EFCAB13,0,89,0.178
EFCAB14,0,19,0.038
EFCAB2,0,98,0.196
EFCAB3,0,50,0.1
EFCAB4A,0,102,0.204
EFCAB4B,0,73,0.146
EFCAB5,0,81,0.162
EFCAB6,0,89,0.178
EFCAB7,0,35,0.07
EFCC1,0,30,0.06
EFEMP1,0,102,0.204
EFEMP2,0,63,0.126
EFHB,0,13,0.026
EFHC1,0,92,0.184
EDNRB,0,105,0.21
EDN3,0,59,0.118
EFHD1,0,86,0.172
ECSIT,0,132,0.264
ECD,0,28,0.056
ECE1,0,43,0.086
ECE2,0,11,0.022
ECEL1,0,137,0.274
ECH1,0,94,0.188
ECHDC1,0,28,0.056
ECHDC2,0,60,0.12
ECHDC3,0,104,0.208
ECHS1,0,46,0.092
ECI1,0,91,0.182
ECI2,0,50,0.1
ECM1,0,30,0.06
ECM2,0,51,0.102
ECRP,0,77,0.154
ECT2,0,67,0.134
EDN2,0,74,0.148
EDA,0,113,0.226
EDA2R,0,80,0.16
EDAR,0,126,0.252
EDARADD,0,194,0.388
EDC3,0,48,0.096
EDC4,0,22,0.044
EDDM3A,0,164,0.328
EDDM3B,0,188,0.376
EDEM1,0,21,0.042
EDEM2,0,30,0.06
EDEM3,0,12,0.024
EDF1,0,54,0.108
EDIL3,0,165,0.33
EDN1,0,59,0.118
EFHC2,0,142,0.284
EFHD2,0,134,0.268
DRD1,0,59,0.118
EIF2B1,0,3,0.006
EID1,0,15,0.03
EID2,0,99,0.198
EID2B,0,137,0.274
EID3,0,90,0.18
EIF1,0,51,0.102
EIF1AD,0,84,0.168
EIF1AX,0,40,0.08
EIF1AY,0,85,0.17
EIF1B,0,55,0.11
EIF2A,0,27,0.054
EIF2AK1,0,158,0.316
EIF2AK2,0,103,0.206
EIF2AK3,0,15,0.03
EIF2AK4,0,40,0.08
EIF2B2,0,26,0.052
EHMT2,0,43,0.086
EIF2B3,0,15,0.03
EIF2B4,0,77,0.154
EIF2B5,0,19,0.038
EIF2D,0,41,0.082
EIF2S1,0,6,0.012
EIF2S2,0,17,0.034
EIF3B,0,45,0.09
EIF3C,0,117,0.234
EIF3D,0,53,0.106
EIF3E,0,34,0.068
EIF3F,0,69,0.138
EIF3G,0,6,0.012
EIF3H,0,29,0.058
EIF3I,0,19,0.038
EI24,0,46,0.092
EHMT1,0,50,0.1
EFNA1,0,88,0.176
EGFL7,0,17,0.034
EFNA2,0,134,0.268
EFNA3,0,48,0.096
EFNA4,0,70,0.14
EFNA5,0,66,0.132
EFNB1,0,154,0.308
EFNB2,0,54,0.108
EFNB3,0,40,0.08
EFR3A,0,14,0.028
EFR3B,0,32,0.064
EFS,0,44,0.088
EFTUD1,0,32,0.064
EFTUD2,0,32,0.064
EGF,0,109,0.218
EGFL6,0,70,0.14
EGFLAM,0,23,0.046
EHHADH,0,158,0.316
EGFR,0,10,0.02
EGLN1,0,40,0.08
EGLN2,0,67,0.134
EGLN3,0,188,0.376
EGR2,0,114,0.228
EGR3,0,195,0.39
EGR4,0,103,0.206
EHBP1,0,11,0.022
EHBP1L1,0,54,0.108
EHD1,0,32,0.064
EHD2,0,24,0.048
EHD3,0,91,0.182
EHD4,0,57,0.114
EHF,0,86,0.172
EBPL,0,61,0.122
EBP,0,106,0.212
EBNA1BP2,0,54,0.108
DUOX2,0,26,0.052
DTD2,0,55,0.11
DTHD1,0,107,0.214
DTL,0,141,0.282
DTNA,0,34,0.068
DTNB,0,86,0.172
DTNBP1,0,38,0.076
DTWD1,0,21,0.042
DTWD2,0,71,0.142
DTX1,0,97,0.194
DTX2,0,133,0.266
DTX3,0,38,0.076
DTX3L,0,56,0.112
DTYMK,0,93,0.186
DUOX1,0,22,0.044
DUOXA1,0,38,0.076
DSTYK,0,46,0.092
DUOXA2,0,34,0.068
DUS1L,0,27,0.054
DUS2,0,38,0.076
DUS3L,0,136,0.272
DUS4L,0,86,0.172
DUSP1,0,106,0.212
DUSP10,0,32,0.064
DUSP11,0,50,0.1
DUSP12,0,5,0.01
DUSP13,0,51,0.102
DUSP14,0,174,0.348
DUSP15,0,23,0.046
DUSP16,0,101,0.202
DUSP18,0,33,0.066
DTD1,0,127,0.254
DSTNP2,0,31,0.062
EBLN2,0,27,0.054
DSCC1,0,100,0.2
DRD2,0,62,0.124
DRD3,0,21,0.042
DRD4,0,111,0.222
DRD5,0,2,0.004
DRG1,0,15,0.03
DRG2,0,42,0.084
DRICH1,0,109,0.218
DROSHA,0,31,0.062
DRP2,0,121,0.242
DSC1,0,134,0.268
DSC2,0,81,0.162
DSC3,0,79,0.158
DSCAM,0,22,0.044
DSCAML1,0,71,0.142
DSCR10,0,30,0.06
DSTN,0,37,0.074
DSCR3,0,18,0.036
DSCR4,0,64,0.128
DSCR8,0,80,0.16
DSCR9,0,112,0.224
DSE,0,61,0.122
DSEL,0,101,0.202
DSG1,0,124,0.248
DSG2,0,135,0.27
DSG3,0,49,0.098
DSG4,0,106,0.212
DSN1,0,27,0.054
DSP,0,205,0.41
DSPP,0,90,0.18
DST,0,117,0.234
DUSP19,0,123,0.246
DUSP2,0,94,0.188
DUSP21,0,69,0.138
E2F4,0,69,0.138
DYRK1A,0,29,0.058
DYRK1B,0,130,0.26
DYRK2,0,41,0.082
DYRK3,0,114,0.228
DYRK4,0,70,0.14
DYSF,0,84,0.168
DYX1C1,0,117,0.234
DZANK1,0,78,0.156
DZIP1,0,60,0.12
DZIP1L,0,60,0.12
DZIP3,0,32,0.064
E2F1,0,52,0.104
E2F2,0,149,0.298
E2F3,0,65,0.13
E2F5,0,67,0.134
DUSP22,0,70,0.14
E2F6,0,54,0.108
E2F7,0,65,0.13
E2F8,0,62,0.124
E4F1,0,108,0.216
EAF1,0,53,0.106
EAF2,0,103,0.206
EAPP,0,38,0.076
EARS2,0,111,0.222
EBAG9,0,49,0.098
EBF1,0,86,0.172
EBF2,0,87,0.174
EBF3,0,63,0.126
EBF4,0,65,0.13
EBI3,0,147,0.294
DYNLT1,0,47,0.094
DYNLRB2,0,79,0.158
DYNLRB1,0,109,0.218
DYNLL2,0,146,0.292
DUSP23,0,146,0.292
DUSP26,0,54,0.108
DUSP27,0,101,0.202
DUSP28,0,100,0.2
DUSP3,0,87,0.174
DUSP4,0,105,0.21
DUSP5,0,99,0.198
DUSP5P1,0,159,0.318
DUSP6,0,45,0.09
DUSP7,0,49,0.098
DUSP8,0,57,0.114
DUSP9,0,39,0.078
DUT,0,11,0.022
DUTP1,0,23,0.046
DVL1,0,37,0.074
DVL2,0,53,0.106
DVL3,0,60,0.12
DXO,0,35,0.07
DYDC1,0,99,0.198
DYDC2,0,117,0.234
DYM,0,14,0.028
DYNC1H1,0,61,0.122
DYNC1I1,0,56,0.112
DYNC1I2,0,27,0.054
DYNC1LI1,0,61,0.122
DYNC1LI2,0,20,0.04
DYNC2H1,0,122,0.244
DYNC2LI1,0,109,0.218
DYNLL1,0,43,0.086
DHRS7,0,57,0.114
DHRS13,0,124,0.248
CRYAA,0,27,0.054
CXXC4,0,123,0.246
CXCL17,0,49,0.098
CXCL2,0,84,0.168
CXCL3,0,147,0.294
CXCL5,0,155,0.31
CXCL6,0,93,0.186
CXCL8,0,202,0.404
CXCL9,0,60,0.12
CXCR1,0,52,0.104
CXCR2,0,40,0.08
CXCR4,0,61,0.122
CXCR5,0,94,0.188
CXCR6,0,102,0.204
CXXC1,0,171,0.342
CXXC1P1,0,67,0.134
CXXC5,0,70,0.14
CXCL14,0,106,0.212
CXorf21,0,49,0.098
CXorf22,0,182,0.364
CXorf23,0,11,0.022
CXorf24,0,73,0.146
CXorf36,0,34,0.068
CXorf38,0,5,0.01
CXorf40A,0,78,0.156
CXorf40B,0,70,0.14
CXorf56,0,81,0.162
CXorf57,0,215,0.43
CXorf58,0,110,0.22
CXorf65,0,87,0.174
CXorf67,0,33,0.066
CYB561,0,165,0.33
CXCL16,0,116,0.232
CXCL13,0,140,0.28
CYB561D1,0,81,0.162
CUL9,0,96,0.192
CTTNBP2,0,55,0.11
CTTNBP2NL,0,121,0.242
CTU2,0,103,0.206
CTXN1,0,37,0.074
CTXN3,0,24,0.048
CUBN,0,64,0.128
CUEDC1,0,103,0.206
CUEDC2,0,128,0.256
CUL1,0,5,0.01
CUL2,0,3,0.006
CUL3,0,21,0.042
CUL4B,0,1,0.002
CUL5,0,2,0.004
CUL7,0,127,0.254
CUTA,0,101,0.202
CXCL12,0,52,0.104
CUX1,0,43,0.086
CUX2,0,29,0.058
CUZD1,0,115,0.23
CWC15,0,21,0.042
CWC22,0,7,0.014
CWC25,0,28,0.056
CWF19L1,0,12,0.024
CWH43,0,75,0.15
CX3CL1,0,35,0.07
CX3CR1,0,145,0.29
CXADR,0,65,0.13
CXCL1,0,109,0.218
CXCL10,0,176,0.352
CXCL11,0,165,0.33
CYB561A3,0,126,0.252
CYB561D2,0,70,0.14
CYP4V2,0,100,0.2
CYP2U1,0,83,0.166
CYP27C1,0,71,0.142
CYP2A13,0,4,0.008
CYP2A6,0,4,0.008
CYP2B6,0,100,0.2
CYP2B7P,0,71,0.142
CYP2C18,0,56,0.112
CYP2C19,0,118,0.236
CYP2C8,0,73,0.146
CYP2C9,0,31,0.062
CYP2E1,0,34,0.068
CYP2F1,0,84,0.168
CYP2J2,0,75,0.15
CYP2R1,0,14,0.028
CYP2S1,0,61,0.122
CYP2W1,0,57,0.114
CYP27A1,0,117,0.234
CYP39A1,0,53,0.106
CYP3A4,0,132,0.264
CYP3A43,0,91,0.182
CYP3A5,0,81,0.162
CYP3A7,0,87,0.174
CYP46A1,0,56,0.112
CYP4A11,0,25,0.05
CYP4B1,0,21,0.042
CYP4F11,0,74,0.148
CYP4F12,0,127,0.254
CYP4F2,0,186,0.372
CYP4F22,0,125,0.25
CYP4F3,0,124,0.248
CYP4F30P,0,76,0.152
CYP27B1,0,19,0.038
CYP26B1,0,163,0.326
CYB5A,0,61,0.122
CYFIP2,0,17,0.034
CYB5B,0,39,0.078
CYB5D1,0,52,0.104
CYB5D2,0,129,0.258
CYB5R1,0,93,0.186
CYB5R2,0,61,0.122
CYB5R3,0,73,0.146
CYB5R4,0,24,0.048
CYB5RL,0,99,0.198
CYBA,0,60,0.12
CYBB,0,119,0.238
CYBRD1,0,85,0.17
CYC1,0,71,0.142
CYCS,0,39,0.078
CYFIP1,0,144,0.288
CYGB,0,94,0.188
CYP26A1,0,53,0.106
CYHR1,0,91,0.182
CYLC1,0,100,0.2
CYLC2,0,124,0.248
CYLD,0,34,0.068
CYP11A1,0,67,0.134
CYP11B1,0,15,0.03
CYP11B2,0,76,0.152
CYP17A1,0,77,0.154
CYP19A1,0,56,0.112
CYP1A1,0,127,0.254
CYP1A2,0,46,0.092
CYP1B1,0,111,0.222
CYP20A1,0,28,0.056
CYP24A1,0,40,0.08
CTTN,0,119,0.238
CTSZ,0,74,0.148
CTSW,0,116,0.232
CSNK2A2,0,7,0.014
CSK,0,46,0.092
CSMD1,0,33,0.066
CSMD2,0,38,0.076
CSMD3,0,84,0.168
CSN1S1,0,57,0.114
CSN1S2AP,0,104,0.208
CSN2,0,49,0.098
CSN3,0,75,0.15
CSNK1A1P1,0,164,0.328
CSNK1D,0,43,0.086
CSNK1E,0,57,0.114
CSNK1G1,0,20,0.04
CSNK1G2,0,21,0.042
CSNK1G3,0,5,0.01
CSNK2B,0,67,0.134
CSGALNACT2,0,24,0.048
CSPG4,0,51,0.102
CSPG4P1Y,0,115,0.23
CSPG4P5,0,61,0.122
CSPG5,0,118,0.236
CSPP1,0,11,0.022
CSRNP1,0,111,0.222
CSRNP2,0,63,0.126
CSRNP3,0,37,0.074
CSRP1,0,72,0.144
CSRP2,0,112,0.224
CSRP3,0,83,0.166
CST1,0,78,0.156
CST11,0,88,0.176
CST13P,0,89,0.178
CSHL1,0,150,0.3
CSGALNACT1,0,106,0.212
CTSV,0,197,0.394
CRYGS,0,56,0.112
CRYAB,0,108,0.216
CRYBA1,0,90,0.18
CRYBA2,0,68,0.136
CRYBA4,0,95,0.19
CRYBB1,0,36,0.072
CRYBB2,0,72,0.144
CRYBB2P1,0,131,0.262
CRYBB3,0,99,0.198
CRYBG3,0,56,0.112
CRYGA,0,93,0.186
CRYGB,0,100,0.2
CRYGC,0,63,0.126
CRYGD,0,131,0.262
CRYGN,0,144,0.288
CRYL1,0,110,0.22
CSF3R,0,42,0.084
CRYM,0,42,0.084
CRYZ,0,99,0.198
CRYZL1,0,19,0.038
CS,0,19,0.038
CSAD,0,69,0.138
CSDC2,0,148,0.296
CSDE1,0,41,0.082
CSE1L,0,4,0.008
CSF1,0,100,0.2
CSF1R,0,194,0.388
CSF2,0,39,0.078
CSF2RA,0,128,0.256
CSF2RB,0,83,0.166
CSF3,0,40,0.08
CST2,0,81,0.162
CST3,0,84,0.168
CST4,0,75,0.15
CTPS2,0,47,0.094
CTHRC1,0,60,0.12
CTIF,0,50,0.1
CTLA4,0,82,0.164
CTNNA1,0,87,0.174
CTNNA2,0,42,0.084
CTNNA3,0,136,0.272
CTNNAL1,0,168,0.336
CTNNB1,0,29,0.058
CTNNBIP1,0,72,0.144
CTNNBL1,0,69,0.138
CTNND1,0,124,0.248
CTNND2,0,24,0.048
CTNS,0,142,0.284
CTPS1,0,20,0.04
CTRB2,0,36,0.072
CST5,0,29,0.058
CTRC,0,148,0.296
CTRL,0,83,0.166
CTSA,0,81,0.162
CTSB,0,91,0.182
CTSC,0,43,0.086
CTSD,0,95,0.19
CTSE,0,85,0.17
CTSF,0,78,0.156
CTSG,0,59,0.118
CTSH,0,90,0.18
CTSK,0,42,0.084
CTSL,0,118,0.236
CTSO,0,46,0.092
CTSS,0,51,0.102
CTH,0,171,0.342
CTGF,0,89,0.178
CTF1,0,28,0.056
CTDSPL2,0,10,0.02
CST6,0,39,0.078
CST7,0,94,0.188
CST8,0,100,0.2
CST9,0,67,0.134
CST9L,0,47,0.094
CSTA,0,101,0.202
CSTB,0,79,0.158
CSTF1,0,44,0.088
CSTF2,0,75,0.15
CSTF2T,0,15,0.03
CSTF3,0,10,0.02
CSTL1,0,72,0.144
CT55,0,139,0.278
CT83,0,89,0.178
CTAG2,0,57,0.114
CTAGE1,0,162,0.324
CTAGE15,0,171,0.342
CTAGE5,0,22,0.044
CTBP1,0,47,0.094
CTBP2,0,130,0.26
CTBS,0,71,0.142
CTC1,0,83,0.166
CTCF,0,31,0.062
CTCFL,0,70,0.14
CTDNEP1,0,110,0.22
CTDP1,0,55,0.11
CTDSP1,0,60,0.12
CTDSP2,0,49,0.098
CTDSPL,0,96,0.192
CYP4F8,0,78,0.156
CYP4X1,0,131,0.262
DHRS12,0,149,0.298
DEFA4,0,134,0.268
DDX55,0,47,0.094
DDX56,0,51,0.102
DDX58,0,90,0.18
DDX59,0,42,0.084
DDX60,0,95,0.19
DDX60L,0,84,0.168
DEAF1,0,58,0.116
DEC1,0,74,0.148
DECR1,0,18,0.036
DECR2,0,50,0.1
DEDD,0,32,0.064
DEDD2,0,94,0.188
DEF6,0,30,0.06
DEF8,0,119,0.238
DEFA5,0,59,0.118
DDX53,0,104,0.208
DEFA6,0,91,0.182
DEFB1,0,131,0.262
DEFB103A,0,50,0.1
DEFB107A,0,60,0.12
DEFB108B,0,112,0.224
DEFB114,0,231,0.462
DEFB118,0,44,0.088
DEFB119,0,47,0.094
DEFB121,0,59,0.118
DEFB123,0,78,0.156
DEFB124,0,16,0.032
DEFB125,0,79,0.158
DEFB126,0,55,0.11
DEFB127,0,180,0.36
DDX54,0,78,0.156
DDX52,0,6,0.012
DEFB132,0,64,0.128
DDX21,0,34,0.068
DDOST,0,25,0.05
DDR1,0,46,0.092
DDR2,0,26,0.052
DDRGK1,0,55,0.11
DDT,0,53,0.106
DDX1,0,32,0.064
DDX10,0,46,0.092
DDX11,0,114,0.228
DDX11L2,0,123,0.246
DDX17,0,45,0.09
DDX18,0,33,0.066
DDX19A,0,35,0.07
DDX19B,0,30,0.06
DDX20,0,7,0.014
DDX23,0,47,0.094
DDX51,0,91,0.182
DDX24,0,35,0.07
DDX25,0,28,0.056
DDX26B,0,37,0.074
DDX27,0,20,0.04
DDX28,0,83,0.166
DDX31,0,109,0.218
DDX39A,0,24,0.048
DDX3Y,0,97,0.194
DDX4,0,66,0.132
DDX41,0,35,0.07
DDX43,0,97,0.194
DDX46,0,33,0.066
DDX49,0,147,0.294
DDX50,0,34,0.068
DEFB129,0,45,0.09
DEFT1P,0,34,0.068
CYP4Z1,0,52,0.104
DGKI,0,96,0.192
DGAT1,0,63,0.126
DGAT2,0,115,0.23
DGCR14,0,38,0.076
DGCR2,0,58,0.116
DGCR5,0,41,0.082
DGCR6,0,187,0.374
DGCR6L,0,120,0.24
DGCR8,0,84,0.168
DGKA,0,54,0.108
DGKB,0,65,0.13
DGKD,0,24,0.048
DGKE,0,46,0.092
DGKG,0,93,0.186
DGKH,0,62,0.124
DGKK,0,54,0.108
DFNA5,0,74,0.148
DGKQ,0,53,0.106
DGKZ,0,57,0.114
DGUOK,0,25,0.05
DHCR24,0,76,0.152
DHCR7,0,109,0.218
DHDDS,0,155,0.31
DHDH,0,119,0.238
DHFR,0,25,0.05
DHFRL1,0,101,0.202
DHH,0,80,0.16
DHODH,0,88,0.176
DHPS,0,61,0.122
DHRS1,0,81,0.162
DHRS11,0,61,0.122
DFNB31,0,105,0.21
DFFB,0,72,0.144
DEGS1,0,30,0.06
DENND6B,0,39,0.078
DEGS2,0,47,0.094
DENND1A,0,94,0.188
DENND1B,0,20,0.04
DENND1C,0,72,0.144
DENND2A,0,70,0.14
DENND2C,0,96,0.192
DENND2D,0,58,0.116
DENND3,0,52,0.104
DENND4A,0,27,0.054
DENND4B,0,58,0.116
DENND4C,0,6,0.012
DENND5A,0,45,0.09
DENND5B,0,127,0.254
DENND6A,0,18,0.036
DEPDC1,0,186,0.372
DFFA,0,62,0.124
DEPDC1B,0,169,0.338
DEPDC4,0,232,0.464
DEPDC5,0,110,0.22
DEPDC7,0,127,0.254
DEPTOR,0,94,0.188
DERA,0,18,0.036
DERL1,0,12,0.024
DERL2,0,4,0.008
DERL3,0,76,0.152
DES,0,33,0.066
DESI1,0,68,0.136
DESI2,0,80,0.16
DET1,0,48,0.096
DEXI,0,72,0.144
DDO,0,67,0.134
DDN,0,44,0.088
DDIT4L,0,49,0.098
DAZAP1,0,17,0.034
DALRD3,0,106,0.212
DAND5,0,70,0.14
DAO,0,91,0.182
DAOA,0,29,0.058
DAP,0,78,0.156
DAPK1,0,76,0.152
DAPK2,0,117,0.234
DAPK3,0,91,0.182
DAPL1,0,59,0.118
DAPP1,0,73,0.146
DARS,0,41,0.082
DARS2,0,56,0.112
DAW1,0,43,0.086
DAXX,0,19,0.038
DAZAP2,0,79,0.158
DAGLB,0,25,0.05
DAZL,0,72,0.144
DBF4,0,41,0.082
DBF4B,0,79,0.158
DBH,0,44,0.088
DBI,0,33,0.066
DBIL5P,0,110,0.22
DBIL5P2,0,148,0.296
DBN1,0,49,0.098
DBNDD1,0,100,0.2
DBNDD2,0,185,0.37
DBNL,0,40,0.08
DBP,0,165,0.33
DBR1,0,4,0.008
DBT,0,42,0.084
DAK,0,122,0.244
DAGLA,0,68,0.136
DDIT4,0,117,0.234
CYTH4,0,68,0.136
CYP4Z2P,0,160,0.32
CYP51A1,0,160,0.32
CYP7A1,0,94,0.188
CYP7B1,0,178,0.356
CYP8B1,0,65,0.13
CYR61,0,14,0.028
CYS1,0,129,0.258
CYSLTR1,0,88,0.176
CYSLTR2,0,96,0.192
CYSRT1,0,7,0.014
CYSTM1,0,81,0.162
CYTH1,0,9,0.018
CYTH2,0,70,0.14
CYTH3,0,87,0.174
CYTIP,0,17,0.034
DAG1,0,84,0.168
CYTL1,0,135,0.27
CYYR1,0,141,0.282
D2HGDH,0,20,0.04
DAAM1,0,49,0.098
DAAM2,0,98,0.196
DAB1,0,101,0.202
DAB2,0,91,0.182
DAB2IP,0,111,0.222
DACH1,0,81,0.162
DACH2,0,76,0.152
DACT1,0,145,0.29
DACT2,0,54,0.108
DACT3,0,80,0.16
DAD1,0,106,0.212
DCAF10,0,51,0.102
DCAF11,0,78,0.156
DCAF12,0,122,0.244
DCUN1D3,0,146,0.292
DCST1,0,95,0.19
DCST2,0,75,0.15
DCSTAMP,0,55,0.11
DCT,0,49,0.098
DCTD,0,18,0.036
DCTN1,0,35,0.07
DCTN2,0,21,0.042
DCTN3,0,36,0.072
DCTN4,0,5,0.01
DCTN5,0,20,0.04
DCTN6,0,34,0.068
DCTPP1,0,124,0.248
DCUN1D1,0,78,0.156
DCUN1D2,0,23,0.046
DCUN1D4,0,7,0.014
DCAF12L1,0,19,0.038
DCUN1D5,0,10,0.02
DCX,0,85,0.17
DCXR,0,110,0.22
DDA1,0,143,0.286
DDAH1,0,117,0.234
DDAH2,0,147,0.294
DDB1,0,72,0.144
DDB2,0,32,0.064
DDC,0,42,0.084
DDHD1,0,24,0.048
DDHD2,0,40,0.08
DDI1,0,90,0.18
DDIAS,0,65,0.13
DDIT3,0,83,0.166
DCPS,0,46,0.092
DCP1B,0,65,0.13
DCP1A,0,9,0.018
DCN,0,67,0.134
DCAF12L2,0,55,0.11
DCAF13,0,4,0.008
DCAF15,0,113,0.226
DCAF16,0,20,0.04
DCAF17,0,11,0.022
DCAF4,0,88,0.176
DCAF4L1,0,96,0.192
DCAF4L2,0,60,0.12
DCAF5,0,13,0.026
DCAF6,0,105,0.21
DCAF7,0,24,0.048
DCAF8,0,10,0.02
DCAF8L2,0,113,0.226
DCAKD,0,93,0.186
DCBLD1,0,149,0.298
DCBLD2,0,119,0.238
